,Unnamed: 0,track_uri,track_id,track_name,album_release_date,track_year,popular_year,Top100
0,0,spotify:track:6naxalmIoLFWR0siv8dnQQ,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,2000-05-16,2000,2000,Y
1,1,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,1999-06-01,1999,2000,Y
2,2,spotify:track:3y4LxiYMgDl4RethdzpmNe,3y4LxiYMgDl4RethdzpmNe,Breathe,1999-11-09,1999,2000,Y
3,3,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,2000-01-01,2000,2000,Y
4,4,spotify:track:62bOmKYxYg7dhrC6gH9vFn,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,2000-03-21,2000,2000,Y
5,5,spotify:track:5Mmk2ii6laakqfeCT7OnVD,5Mmk2ii6laakqfeCT7OnVD,Thong Song,1999-01-01,1999,2000,Y
6,6,spotify:track:3yfqSUWxFvZELEM4PmlwIR,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,2000-05-23,2000,2000,Y
7,7,spotify:track:7oQSevUCbYs4QawXTHQVV1,7oQSevUCbYs4QawXTHQVV1,Rock DJ,2013-01-01,2013,2000,Y
8,8,spotify:track:7H6ev70Weq6DdpZyyTmUXk,7H6ev70Weq6DdpZyyTmUXk,Say My Name,1999-07-27,1999,2000,Y
9,9,spotify:track:3AJwUDP919kvQ9QcozQPxg,3AJwUDP919kvQ9QcozQPxg,Yellow,2000-07-10,2000,2000,Y
10,10,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,In the End,2000-10-24,2000,2000,Y
11,11,spotify:track:4LwU4Vp6od3Sb08CsP99GC,4LwU4Vp6od3Sb08CsP99GC,The Next Episode,1999-11-16,1999,2000,Y
12,12,spotify:track:64BbK9SFKH2jk86U3dGj2P,64BbK9SFKH2jk86U3dGj2P,Otherside,1999-06-08,1999,2000,Y
13,13,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,2000,2000,2000,Y
14,14,spotify:track:49X0LAl6faAusYq02PRAY6,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,2001,2001,2000,Y
15,15,spotify:track:5XVjNRubJUW0iPhhSWpLCj,5XVjNRubJUW0iPhhSWpLCj,Better Off Alone,2000-10-01,2000,2000,Y
16,16,spotify:track:25FTMokYEbEWHEdss5JLZS,25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,1999-02-15,1999,2000,Y
17,17,spotify:track:52LJ3hyknOijCrE5gCD0rE,52LJ3hyknOijCrE5gCD0rE,L'Amour Toujours,2001-05-23,2001,2000,Y
18,18,spotify:track:2avKuMN2QXkaG9vvHa2JLt,2avKuMN2QXkaG9vvHa2JLt,Take A Look Around,2000-10-17,2000,2000,Y
19,19,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,1999-11-16,1999,2000,Y
20,20,spotify:track:35o9a4iAfLl5jRmqMX9c1D,35o9a4iAfLl5jRmqMX9c1D,Shape of My Heart,2000-11-21,2000,2000,Y
21,21,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,0LWkaEyQRkF0XAms8Bg1fC,Party Up,1999-12-21,1999,2000,Y
22,22,spotify:track:5p0ietGkLNEqx1Z7ijkw5g,5p0ietGkLNEqx1Z7ijkw5g,My Love,2000,2000,2000,Y
23,23,spotify:track:0gPQTLaqHDgdupKEok7J2x,0gPQTLaqHDgdupKEok7J2x,7 Days,2000-08-14,2000,2000,Y
24,24,spotify:track:6qc34bnVOyqGDPni8H5W0U,6qc34bnVOyqGDPni8H5W0U,Amazed,1999,1999,2000,Y
25,25,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,1ZozJfi8u9cO2Ob8KwiwNT,Higher,1999-01-01,1999,2000,Y
26,26,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,4pmc2AxSEq6g7hPVlJCPyP,"Jumpin', Jumpin'",1999-07-27,1999,2000,Y
27,27,spotify:track:6Sy9BUbgFse0n0LPA5lwy5,6Sy9BUbgFse0n0LPA5lwy5,Sandstorm,2001-01-01,2001,2000,Y
28,28,spotify:track:3BsaRV5QIulYz2lV9WWa8T,3BsaRV5QIulYz2lV9WWa8T,Show Me the Meaning of Being Lonely,1999-05-18,1999,2000,Y
29,29,spotify:track:7m97yKVzPpXV9Z4ezEziOD,7m97yKVzPpXV9Z4ezEziOD,Big Pimpin',1999-12-28,1999,2000,Y
30,30,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,3wMUvT6eIw2L5cZFG1yH9j,Country Grammar (Hot Shit),2000-06-27,2000,2000,Y
31,31,spotify:track:5OQGeJ1ceykovrykZsGhqL,5OQGeJ1ceykovrykZsGhqL,Breathless,2000-07-17,2000,2000,Y
32,32,spotify:track:2AogRMqARWyUP7VQ3gmSoY,2AogRMqARWyUP7VQ3gmSoY,Can't Fight The Moonlight,2001-01-30,2001,2000,Y
33,33,spotify:track:2AW37v0bDyuOzGP3XnmFuA,2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,2000-03-21,2000,2000,Y
34,34,spotify:track:7f1Dmr246cJ9uQYdbplTbh,7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,2000,2000,2000,Y
35,35,spotify:track:2TTYIwTM2iLC1YOyHuhRMt,2TTYIwTM2iLC1YOyHuhRMt,Lucky,2000-05-16,2000,2000,Y
36,36,spotify:track:3mNecsYFb6LQg7822DPXCP,3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,2000-05-16,2000,2000,Y
37,37,spotify:track:1m2xMsxbtxv21Brome189p,1m2xMsxbtxv21Brome189p,I Wanna Know,2000-04-18,2000,2000,Y
38,38,spotify:track:6Wnlq1Pu3I0BajLvxn05Vr,6Wnlq1Pu3I0BajLvxn05Vr,Try Again,2001-07-07,2001,2000,Y
39,39,spotify:track:3XKIUb7HzIF1Vu9usunMzc,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),1999-06-15,1999,2000,Y
40,40,spotify:track:5s4catxeZsaWFnOrvrXZHf,5s4catxeZsaWFnOrvrXZHf,That's the Way It Is,1999,1999,2000,Y
41,41,spotify:track:7GHKA8GIMcND6c5nN1sFnD,7GHKA8GIMcND6c5nN1sFnD,Sexbomb,1999,1999,2000,Y
42,42,spotify:track:69XUpOpjzDKcfdxqZebGiI,69XUpOpjzDKcfdxqZebGiI,"Independent Women, Pt. 1",2001-05-01,2001,2000,Y
43,43,spotify:track:46n2EGFnPC3tzWCN1Aqe26,46n2EGFnPC3tzWCN1Aqe26,This I Promise You,2000-03-21,2000,2000,Y
44,44,spotify:track:7A0apkTSTvMbSI7yplcmlh,7A0apkTSTvMbSI7yplcmlh,Come on over Baby (All I Want Is You) - Radio Version,1999,1999,2000,Y
45,45,spotify:track:1H5tvpoApNDxvxDexoaAUo,1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,2000,2000,2000,Y
46,46,spotify:track:65B1tEOv5W294uCKbmEcFV,65B1tEOv5W294uCKbmEcFV,I Hope You Dance,2000-01-01,2000,2000,Y
47,47,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,7JKEA8xYDoFp4q0QBW2PGg,Shackles (Praise You),2000,2000,2000,Y
48,48,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,1999-01-01,1999,2000,Y
49,49,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,5PMKzsUsTpZZGsCcJBuhP2,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",1999-05-29,1999,2000,Y
50,50,spotify:track:0ZqveF2rEFlz2oqF2xrriP,0ZqveF2rEFlz2oqF2xrriP,The Riddle,1999,1999,2000,Y
51,51,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,1999-11-23,1999,2000,Y
52,52,spotify:track:6q4aoWgTQ8td2AvqQXuFqm,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,1999-08-24,1999,2000,Y
53,53,spotify:track:3w8Mw9GHYepoTWOSdiyosj,3w8Mw9GHYepoTWOSdiyosj,Incomplete,1999-01-01,1999,2000,Y
54,54,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,2000-08-24,2000,2000,Y
55,55,spotify:track:1VuBmEauSZywQVtqbxNqka,1VuBmEauSZywQVtqbxNqka,Beautiful Day,2000-01-01,2000,2000,Y
56,56,spotify:track:5Aa33rAPkp7f7l1aVqsHO8,5Aa33rAPkp7f7l1aVqsHO8,Fool Again,1999-11-01,1999,2000,Y
57,57,spotify:track:4Do68W4FWO2hRAJCzG1lus,4Do68W4FWO2hRAJCzG1lus,I Turn to You,1999,1999,2000,Y
58,58,spotify:track:4cKGldbhGJniI8BrB3K6tb,4cKGldbhGJniI8BrB3K6tb,Everything You Want,1999-06-14,1999,2000,Y
59,59,spotify:track:0UzsDmdpw0Q14KU4hieQss,0UzsDmdpw0Q14KU4hieQss,Fill Me In,2000-08-14,2000,2000,Y
60,60,spotify:track:1sjrDQXqAa9V07FjKIlAQ4,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),2000-09-19,2000,2000,Y
61,61,spotify:track:046MBhhgQJJghnbgZCkaAR,046MBhhgQJJghnbgZCkaAR,I Need You,2001-01-30,2001,2000,Y
62,62,spotify:track:3PbHle8KhJp6GuO1jLdEmQ,3PbHle8KhJp6GuO1jLdEmQ,Be Like That,2000,2000,2000,Y
63,63,spotify:track:5bGmuxShUba9maPswDnhCs,5bGmuxShUba9maPswDnhCs,What a Girl Wants,1999,1999,2000,Y
64,64,spotify:track:4pV49P2v3sxI0XYjUTmOl1,4pV49P2v3sxI0XYjUTmOl1,Shalala Lala,2000-03-13,2000,2000,Y
65,65,spotify:track:0s46SltT4On0Z6kglK1I5c,0s46SltT4On0Z6kglK1I5c,I Just Wanna Love U (Give It 2 Me),2000-10-31,2000,2000,Y
66,66,spotify:track:4l1MNtoCiTxBwf6yxD7kFd,4l1MNtoCiTxBwf6yxD7kFd,Born to Make You Happy,1999-01-12,1999,2000,Y
67,67,spotify:track:63nkNgHkmfgjElTEnCzKYU,63nkNgHkmfgjElTEnCzKYU,Rise,2001-01-01,2001,2000,Y
68,68,spotify:track:1RS3LStQYhju50eBdD9Uul,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),1999-11-02,1999,2000,Y
69,69,spotify:track:1uPrIHgYztXSkkcts9jet8,1uPrIHgYztXSkkcts9jet8,She Bangs - English Version,2000,2000,2000,Y
70,70,spotify:track:79EAVfOpzgfHx3IE2BVFQv,79EAVfOpzgfHx3IE2BVFQv,Never Be The Same Again,1999,1999,2000,Y
71,71,spotify:track:1vlTMKVV0FxG6CxGTmSY3t,1vlTMKVV0FxG6CxGTmSY3t,Life Is A Rollercoaster,2000-01-01,2000,2000,Y
72,72,spotify:track:2WfhlEjoUII31H6imnQdvF,2WfhlEjoUII31H6imnQdvF,No More,2000-08-22,2000,2000,Y
73,73,spotify:track:6vgN6KGstss0GnBbKlMNK9,6vgN6KGstss0GnBbKlMNK9,The Way You Love Me,1999-11-09,1999,2000,Y
74,74,spotify:track:1rj0XawWJNisX7SGYexowJ,1rj0XawWJNisX7SGYexowJ,Gotta Tell You,2000,2000,2000,Y
75,75,spotify:track:0HNXnhNZZtRZFLhP4hfyCP,0HNXnhNZZtRZFLhP4hfyCP,Hey Baby (Radio Mix),2010-04-25,2010,2000,Y
76,76,spotify:track:6dJ2mSRaKE9ctYw9qWNGWQ,6dJ2mSRaKE9ctYw9qWNGWQ,There You Go,2000-04-04,2000,2000,Y
77,77,spotify:track:0WHOPmOuQKuu05k4g3UTvk,0WHOPmOuQKuu05k4g3UTvk,Wonderful,2000-01-01,2000,2000,Y
78,78,spotify:track:6PS1YRjdJ5Muakh2oh0UB2,6PS1YRjdJ5Muakh2oh0UB2,Against All Odds (Take A Look at Me Now) - Mariah Only,2000-08-08,2000,2000,Y
79,79,spotify:track:6MnWfOgKRkQtY1pRgoTwB1,6MnWfOgKRkQtY1pRgoTwB1,Reach,2000-06-12,2000,2000,Y
80,80,spotify:track:2uZwyxrg6VPvlVsvclIfel,2uZwyxrg6VPvlVsvclIfel,Where I Wanna Be,1999-05-29,1999,2000,Y
81,81,spotify:track:1jRzdY7oUBOhrylNtiMtBD,1jRzdY7oUBOhrylNtiMtBD,Shake Ya Ass,2000-09-26,2000,2000,Y
82,82,spotify:track:2dwhMQsFeHr2S787WxqAqW,2dwhMQsFeHr2S787WxqAqW,You Sang To Me,1999-09-28,1999,2000,Y
83,83,spotify:track:3NEzjZbeSCy72Kx1clSYgC,3NEzjZbeSCy72Kx1clSYgC,Wifey,2004-04-30,2004,2000,Y
84,84,spotify:track:487Dyzs7Xbbk4hIWYyYT80,487Dyzs7Xbbk4hIWYyYT80,Don't Think I'm Not,2000-09-12,2000,2000,Y
85,85,spotify:track:3cqZlRpC4lOnxUE7HE3N5k,3cqZlRpC4lOnxUE7HE3N5k,Move Your Body - Gabry Ponte Original Radio Edit,1999,1999,2000,Y
86,86,spotify:track:3lqT89gv8p3PYwXtr3ODjv,3lqT89gv8p3PYwXtr3ODjv,I Wish,2000-04-18,2000,2000,Y
87,87,spotify:track:47xLbuUdmD03ATrke934S1,47xLbuUdmD03ATrke934S1,Freestyler,2000,2000,2000,Y
88,88,spotify:track:1ak0S3NhwWrUgNlQhJ1412,1ak0S3NhwWrUgNlQhJ1412,Case Of The Ex (Whatcha Gonna Do),2000-01-01,2000,2000,Y
89,89,spotify:track:60g4sp8i3gXSb1EkphMl1g,60g4sp8i3gXSb1EkphMl1g,Crash and Burn,1999-11-09,1999,2000,Y
90,90,spotify:track:4fazGt0v2v2zkzddQOcDZD,4fazGt0v2v2zkzddQOcDZD,Don't Call Me Baby,1999-01-01,1999,2000,Y
91,91,spotify:track:1lZ4j5WBURBwZ0M5TT46wP,1lZ4j5WBURBwZ0M5TT46wP,Be With You,1999-11-23,1999,2000,Y
92,92,spotify:track:3VEZvzr84WVnoorZ4tlBSw,3VEZvzr84WVnoorZ4tlBSw,He Can't Love U,2000-01-18,2000,2000,Y
93,93,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,0AcLrSfAEBQcUnHOTm5pXg,Get It On Tonite,2015-09-25,2015,2000,Y
94,94,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,7BgUcOjSOlKJXASLgJ6bx1,Bag Lady,2000-10-31,2000,2000,Y
95,95,spotify:track:5S0cvScXb33JVpjTiY9Ivi,5S0cvScXb33JVpjTiY9Ivi,Separated,2000-05-09,2000,2000,Y
96,96,spotify:track:6h9AH81lpDbjcsBz2ClqAE,6h9AH81lpDbjcsBz2ClqAE,The Time Is Now,2000-10-31,2000,2000,Y
97,97,spotify:track:5d8woPn6sHRA6yPnnHnqSt,5d8woPn6sHRA6yPnnHnqSt,What'chu Like (feat. Tyrese),2000-04-11,2000,2000,Y
98,98,spotify:track:1PmHkalaUHhh0fz23SBHDL,1PmHkalaUHhh0fz23SBHDL,Let's Get Married,2000-01-18,2000,2000,Y
99,99,spotify:track:6fA7akEuTUL3dW1V0GELaZ,6fA7akEuTUL3dW1V0GELaZ,Bent,2000-05-23,2000,2000,Y
100,100,spotify:track:3WkibOpDF7cQ5xntM1epyf,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,2000-08-08,2000,2001,Y
101,101,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,2001-05-01,2001,2001,Y
102,102,spotify:track:3UmaczJpikHgJFyBTAJVoz,3UmaczJpikHgJFyBTAJVoz,Stan,2000-05-23,2000,2001,Y
103,103,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,2001-10-01,2001,2001,Y
104,104,spotify:track:1qdbG7u3b7JdlW3mmUI1Xp,1qdbG7u3b7JdlW3mmUI1Xp,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",2022-11-22,2022,2001,Y
105,105,spotify:track:2aGw77pZqli064JiPuXYRi,2aGw77pZqli064JiPuXYRi,I'm Like A Bird,2000,2000,2001,Y
106,106,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",2001-11-13,2001,2001,Y
107,107,spotify:track:6GG73Jik4jUlQCkKg9JuGO,6GG73Jik4jUlQCkKg9JuGO,The Middle,2001-07-17,2001,2001,Y
108,108,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),2001-03-27,2001,2001,Y
109,109,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2000-10-31,2000,2001,Y
110,110,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,2001-09-11,2001,2001,Y
111,111,spotify:track:2MLHyLy5z5l5YRp7momlgw,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,2001-05-15,2001,2001,Y
112,112,spotify:track:0DiWol3AO6WpXZgp0goxAV,0DiWol3AO6WpXZgp0goxAV,One More Time,2001-03-12,2001,2001,Y
113,113,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,2001-01-01,2001,2001,Y
114,114,spotify:track:3IV4swNduIRunHREK80owz,3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),2000-10-17,2000,2001,Y
115,115,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,2001-01-01,2001,2001,Y
116,116,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,2000-06-27,2000,2001,Y
117,117,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,7nnWIPM5hwE3DaUBkvOIpy,Drive,1999-10-26,1999,2001,Y
118,118,spotify:track:3RmKpob8xzv1pzHEQrMJah,3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,2001-01-01,2001,2001,Y
119,119,spotify:track:1HNE2PX70ztbEl6MLxrpNL,1HNE2PX70ztbEl6MLxrpNL,In Too Deep,2001-01-01,2001,2001,Y
120,120,spotify:track:7FDV5ELOJHCGLe52AnttEd,7FDV5ELOJHCGLe52AnttEd,Angel,2000-08-08,2000,2001,Y
121,121,spotify:track:3yUcJwYu7fXAfqMj9krY6l,3yUcJwYu7fXAfqMj9krY6l,Thank You,1999,1999,2001,Y
122,122,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,2001-08-16,2001,2001,Y
123,123,spotify:track:4BggEwLhGfrbrl7JBhC8EC,4BggEwLhGfrbrl7JBhC8EC,Butterfly,1999-11-04,1999,2001,Y
124,124,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,6FLwmdmW77N1Pxb1aWsZmO,Only Time,2000-11-11,2000,2001,Y
125,125,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,2001-08-07,2001,2001,Y
126,126,spotify:track:4KoecuyOpZaNFZ0UqVsllc,4KoecuyOpZaNFZ0UqVsllc,Follow Me,2000-06-13,2000,2001,Y
127,127,spotify:track:7yMiX7n9SBvadzox8T5jzT,7yMiX7n9SBvadzox8T5jzT,Clint Eastwood,2001,2001,2001,Y
128,128,spotify:track:4KacUpvbA3Mfo05gttTjhN,4KacUpvbA3Mfo05gttTjhN,Fat Lip,2001-01-01,2001,2001,Y
129,129,spotify:track:5c1QJAiC3773EwiZLwHf5x,5c1QJAiC3773EwiZLwHf5x,Again,2000-01-01,2000,2001,Y
130,130,spotify:track:0UrWr7Jnu1heq1o99ZwUd0,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,2001-09-11,2001,2001,Y
131,131,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),2000-09-26,2000,2001,Y
132,132,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,2001-10-31,2001,2001,Y
133,133,spotify:track:6zsk6uF3MxfIeHPlubKBvR,6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,2001-05-14,2001,2001,Y
134,134,spotify:track:4yA2SM7XCLkSgkBUSoZb5S,4yA2SM7XCLkSgkBUSoZb5S,Sing,2001-06-12,2001,2001,Y
135,135,spotify:track:0HKD13PLq2WicViBBhSrOl,0HKD13PLq2WicViBBhSrOl,Out Of Reach,2001-01-01,2001,2001,Y
136,136,spotify:track:2sFp6E7lNBbblJGmUtCfFH,2sFp6E7lNBbblJGmUtCfFH,Uptown Girl - Radio Edit,2000,2000,2001,Y
137,137,spotify:track:4zYTZvtcww7OWKie7fxA9E,4zYTZvtcww7OWKie7fxA9E,Hit 'Em Up Style (Oops!),2001-01-18,2001,2001,Y
138,138,spotify:track:5IweeQZdY5XEzStLzUJG5t,5IweeQZdY5XEzStLzUJG5t,Purple Pills,2001-01-01,2001,2001,Y
139,139,spotify:track:0rRboI6IRuGx56Dq3UdYY4,0rRboI6IRuGx56Dq3UdYY4,Because I Got High,2001-08-28,2001,2001,Y
140,140,spotify:track:3unsLiH5FXmaDWtT5Imolu,3unsLiH5FXmaDWtT5Imolu,Fallin',2001-06-26,2001,2001,Y
141,141,spotify:track:25CMmGsl22APKhfuj4Tp7j,25CMmGsl22APKhfuj4Tp7j,It's Been Awhile,2001-05-22,2001,2001,Y
142,142,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,1fgvJXlcZ7uIddMpqsqw0L,Love Don't Cost a Thing,2001-01-23,2001,2001,Y
143,143,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,0Uyh92tLyb9JawG8lmWCzJ,Differences,2001-04-03,2001,2001,Y
144,144,spotify:track:1Lhwn4PqeGpM4LTVUowW76,1Lhwn4PqeGpM4LTVUowW76,You Rock My World,2001-10-29,2001,2001,Y
145,145,spotify:track:46n2EGFnPC3tzWCN1Aqe26,46n2EGFnPC3tzWCN1Aqe26,This I Promise You,2000-03-21,2000,2001,Y
146,146,spotify:track:0wqOReZDnrefefEsrIGeR4,0wqOReZDnrefefEsrIGeR4,Hanging By A Moment,2000,2000,2001,Y
147,147,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,5mNV8Mz59bzyuQ53gTw0c0,Where the Party At (feat. Nelly),2001-07-03,2001,2001,Y
148,148,spotify:track:16MJqq0vEuW6GRX6faetTm,16MJqq0vEuW6GRX6faetTm,Whole Again,2001-10-23,2001,2001,Y
149,149,spotify:track:6MLsahMK3VvH9NUwXOktdS,6MLsahMK3VvH9NUwXOktdS,I'm Real (feat. Ja Rule) - Murder Remix,2001-01-23,2001,2001,Y
150,150,spotify:track:3SUusuA9jH1v6PVwtYMbdv,3SUusuA9jH1v6PVwtYMbdv,Last Nite,2001-07-30,2001,2001,Y
151,151,spotify:track:69XUpOpjzDKcfdxqZebGiI,69XUpOpjzDKcfdxqZebGiI,"Independent Women, Pt. 1",2001-05-01,2001,2001,Y
152,152,spotify:track:52gqeRlrBE7hqMlRxEsi6y,52gqeRlrBE7hqMlRxEsi6y,Livin' It Up,2001-01-01,2001,2001,Y
153,153,spotify:track:3e9L9HiHKcfYLAga28Vmcf,3e9L9HiHKcfYLAga28Vmcf,Something,2001,2001,2001,Y
154,154,spotify:track:7hhclvecTpNxNNRCk7NUoc,7hhclvecTpNxNNRCk7NUoc,Little L,2001-08-29,2001,2001,Y
155,155,spotify:track:7jley98gCQFueQ5MCaFWIb,7jley98gCQFueQ5MCaFWIb,All Rise,2001-11-26,2001,2001,Y
156,156,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,5X8kkUaUlAyAUr9TYqDFTH,All For You,2001-01-01,2001,2001,Y
157,157,spotify:track:2SLZ2rX5773RS16mcqBxG7,2SLZ2rX5773RS16mcqBxG7,Peaches & Cream,2001,2001,2001,Y
158,158,spotify:track:41nT1Sp6ChR65FbsdLlFHW,41nT1Sp6ChR65FbsdLlFHW,Bootylicious,2001-05-01,2001,2001,Y
159,159,spotify:track:2f5N826udWfjT9iomeaBJt,2f5N826udWfjT9iomeaBJt,If You're Gone,2000-05-23,2000,2001,Y
160,160,spotify:track:0OvwzS8FX73Bw7ykMRmffU,0OvwzS8FX73Bw7ykMRmffU,Put It On Me,2000-01-01,2000,2001,Y
161,161,spotify:track:4dzreTCcGVgeF1vCcd22AC,4dzreTCcGVgeF1vCcd22AC,Don't Stop Movin',2001-11-26,2001,2001,Y
162,162,spotify:track:1t5nwfsb90IliczIhOMnpJ,1t5nwfsb90IliczIhOMnpJ,In Your Eyes,2001-10-01,2001,2001,Y
163,163,spotify:track:4h5KBcltGefua73AUPYps7,4h5KBcltGefua73AUPYps7,Izzo (H.O.V.A.),2001-09-11,2001,2001,Y
164,164,spotify:track:0UzsDmdpw0Q14KU4hieQss,0UzsDmdpw0Q14KU4hieQss,Fill Me In,2000-08-14,2000,2001,Y
165,165,spotify:track:7q3qX7Ees3FZtRFJXWgPZs,7q3qX7Ees3FZtRFJXWgPZs,It's Raining Men,2001-05-14,2001,2001,Y
166,166,spotify:track:4UfupbARPxljVkBmuZlJnY,4UfupbARPxljVkBmuZlJnY,Starlight - Radio Edit,2001-01-01,2001,2001,Y
167,167,spotify:track:4iihDHIoKZdOeOW1kFDUtR,4iihDHIoKZdOeOW1kFDUtR,Jaded,2001-03-05,2001,2001,Y
168,168,spotify:track:0fIG0HBRIjLRNDHAogtwSB,0fIG0HBRIjLRNDHAogtwSB,Never Had A Dream Come True,2000-06-12,2000,2001,Y
169,169,spotify:track:6j2aNuhJJUnRj6UHcvn5PI,6j2aNuhJJUnRj6UHcvn5PI,I'm a Thug,2001-03-20,2001,2001,Y
170,170,spotify:track:0xikWgPgYN9BEes0ieZ8Co,0xikWgPgYN9BEes0ieZ8Co,Heard It All Before,2001,2001,2001,Y
171,171,spotify:track:63nkNgHkmfgjElTEnCzKYU,63nkNgHkmfgjElTEnCzKYU,Rise,2001-01-01,2001,2001,Y
172,172,spotify:track:6nV2SYnWxCg0Cnmz1GSh2H,6nV2SYnWxCg0Cnmz1GSh2H,If You Come Back,2001-11-26,2001,2001,Y
173,173,spotify:track:4gM2BugovNf4bvXdjZODzG,4gM2BugovNf4bvXdjZODzG,Turn Off The Light,2000,2000,2001,Y
174,174,spotify:track:0CmXXEwul09Kf8X68lPA5l,0CmXXEwul09Kf8X68lPA5l,Missing You,2001-01-01,2001,2001,Y
175,175,spotify:track:4Xm0G6DRlWUjCgpKh5OPyv,4Xm0G6DRlWUjCgpKh5OPyv,Have You Ever,2001-11-26,2001,2001,Y
176,176,spotify:track:61fUmn6wYvU7qS62wNvQFN,61fUmn6wYvU7qS62wNvQFN,Lovin' Each Day,2000-01-01,2000,2001,Y
177,177,spotify:track:769geiA8btidGHda4BBDOJ,769geiA8btidGHda4BBDOJ,It's Over Now,2001,2001,2001,Y
