,Unnamed: 0,track_uri,track_id,track_name,album_release_date,track_year,popular_year,Top100
1090,1090,spotify:track:2a3U3GTCvrcma7wetBtOpi,2a3U3GTCvrcma7wetBtOpi,The Flood,2010-01-01,2010,2010,Y
1091,1091,spotify:track:6rjnRocdCULjLF61x2NR5e,6rjnRocdCULjLF61x2NR5e,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,2009-11-02,2009,2010,Y
1092,1092,spotify:track:2Q99zPXVqCPN5RaZawvJWZ,2Q99zPXVqCPN5RaZawvJWZ,Beautiful Monster,2010-01-01,2010,2010,Y
1093,1093,spotify:track:5pYlc1vQ6999WU43WzF4SR,5pYlc1vQ6999WU43WzF4SR,Barbra Streisand (Radio Edit),2010-10-15,2010,2010,Y
1094,1094,spotify:track:0QVAlchLCx15ZLSoR9Wg1B,0QVAlchLCx15ZLSoR9Wg1B,Higher,2010-01-01,2010,2010,Y
1095,1095,spotify:track:4kPf4MbDp81GfVHLISdByL,4kPf4MbDp81GfVHLISdByL,All Time Low,2010-01-01,2010,2010,Y
1096,1096,spotify:track:14OF4JQOIm4hb0GfG5nfyF,14OF4JQOIm4hb0GfG5nfyF,Starry Eyed,2010-01-01,2010,2010,Y
1097,1097,spotify:track:1HfxPaJggVwFsvOtHbVzMz,1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,2009-11-16,2009,2010,Y
1098,1098,spotify:track:75FT1IPlCYCs5DAYbR9mjE,75FT1IPlCYCs5DAYbR9mjE,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2010-02-09,2010,2010,Y
1099,1099,spotify:track:4pFvEWbjBpPUdYRQly0THs,4pFvEWbjBpPUdYRQly0THs,Today Was A Fairytale,2011-02-15,2011,2010,Y
1100,1100,spotify:track:1c8gk2PeTE04A1pIDH9YMk,1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,2011-01-24,2011,2011,Y
1101,1101,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,2010,2011,Y
1102,1102,spotify:track:0IkKz2J93C94Ei4BvDop7P,0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,2011-01-01,2011,2011,Y
1103,1103,spotify:track:4r6eNCsrZnQWJzzvFh4nlg,4r6eNCsrZnQWJzzvFh4nlg,Firework,2010-01-01,2010,2011,Y
1104,1104,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,2tJulUYLDKOg9XrtVkMgcJ,Grenade,2010-10-05,2010,2011,Y
1105,1105,spotify:track:6nek1Nin9q48AVZcWs9e9D,6nek1Nin9q48AVZcWs9e9D,Paradise,2011-10-24,2011,2011,Y
1106,1106,spotify:track:0JXXNGljqupsJaZsgSbMZV,0JXXNGljqupsJaZsgSbMZV,Sure Thing,2010-11-26,2010,2011,Y
1107,1107,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,2011-05-23,2011,2011,Y
1108,1108,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,2011,2011,Y
1109,1109,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2011-06-17,2011,2011,Y
1110,1110,spotify:track:0laYHRpNTS6i8FXdupHkJ4,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,2011-01-01,2011,2011,Y
1111,1111,spotify:track:6lanRgr6wXibZr8KgzXxBl,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,2011-10-18,2011,2011,Y
1112,1112,spotify:track:73CMRj62VK8nUS4ezD2wvi,73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,2011-01-24,2011,2011,Y
1113,1113,spotify:track:3hlksXnvbKogFdPbpO9vel,3hlksXnvbKogFdPbpO9vel,Super Bass,2010-11-22,2010,2011,Y
1114,1114,spotify:track:3C0nOe05EIt1390bVABLyN,3C0nOe05EIt1390bVABLyN,On The Floor,2011-01-01,2011,2011,Y
1115,1115,spotify:track:7ySUcLPVX7KudhnmNcgY2D,7ySUcLPVX7KudhnmNcgY2D,S&M,2010-01-01,2010,2011,Y
1116,1116,spotify:track:0GO8y8jQk1PkHzS31d699N,0GO8y8jQk1PkHzS31d699N,Tongue Tied,2011-09-02,2011,2011,Y
1117,1117,spotify:track:5yDL13y5giogKs2fSNf7sj,5yDL13y5giogKs2fSNf7sj,Glad You Came,2011-01-01,2011,2011,Y
1118,1118,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,2011-01-24,2011,2011,Y
1119,1119,spotify:track:3JA9Jsuxr4xgHXEawAdCp4,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,2010-01-01,2010,2011,Y
1120,1120,spotify:track:6LxSe8YmdPxy095Ux6znaQ,6LxSe8YmdPxy095Ux6znaQ,Headlines,2011-11-15,2011,2011,Y
1121,1121,spotify:track:1gv4xPanImH17bKZ9rOveR,1gv4xPanImH17bKZ9rOveR,Raise Your Glass,2010-10-05,2010,2011,Y
1122,1122,spotify:track:03tqyYWC9Um2ZqU0ZN849H,03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),2010-10-01,2010,2011,Y
1123,1123,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,3TcL0dyCMyr0kyTTc4NLgI,Who Says,2011-01-01,2011,2011,Y
1124,1124,spotify:track:0U10zFw4GlBacOy9VDGfGL,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011-11-19,2011,2011,Y
1125,1125,spotify:track:5A6OHHy73AR5tLxgTc98zz,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,2011-03-29,2011,2011,Y
1126,1126,spotify:track:22L7bfCiAkJo5xGSQgmiIO,22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,2010-11-22,2010,2011,Y
1127,1127,spotify:track:455AfCsOhhLPRc68sE01D8,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),2012-03-12,2012,2011,Y
1128,1128,spotify:track:22PMfvdz35fFKYnJyMn077,22PMfvdz35fFKYnJyMn077,Marry You,2010-10-05,2010,2011,Y
1129,1129,spotify:track:0x3TibRgnSqzkcwrqBd4iX,0x3TibRgnSqzkcwrqBd4iX,Down On Me,2010-01-01,2010,2011,Y
1130,1130,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,1z6WtY7X4HQJvzxC4UgkSf,Love On Top,2011-06-24,2011,2011,Y
1131,1131,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,1VdZ0vKfR5jneCmWIUAMxK,The A Team,2011-09-09,2011,2011,Y
1132,1132,spotify:track:2z4U9d5OAA4YLNXoCgioxo,2z4U9d5OAA4YLNXoCgioxo,What the Hell,2011-03-08,2011,2011,Y
1133,1133,spotify:track:05ZACkzW8YbRq3eFgIfSNB,05ZACkzW8YbRq3eFgIfSNB,Springsteen,2011-01-01,2011,2011,Y
1134,1134,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,2011-05-10,2011,2011,Y
1135,1135,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,6OtCIsQZ64Vs1EbzztvAv4,Good Life,2009-01-01,2009,2011,Y
1136,1136,spotify:track:1ExfPZEiahqhLyajhybFeS,1ExfPZEiahqhLyajhybFeS,The Lazy Song,2010-10-05,2010,2011,Y
1137,1137,spotify:track:3rfhI32Il2hVRKDkuGeeen,3rfhI32Il2hVRKDkuGeeen,Hey Baby (Drop It to the Floor) (feat. T-Pain),2011-06-17,2011,2011,Y
1138,1138,spotify:track:5ubHAQtKuFfiG4FXfLP804,5ubHAQtKuFfiG4FXfLP804,Lego House,2011-09-09,2011,2011,Y
1139,1139,spotify:track:5Qy6a5KzM4XlRxsNcGYhgH,5Qy6a5KzM4XlRxsNcGYhgH,6 Foot 7 Foot,2011-08-29,2011,2011,Y
1140,1140,spotify:track:2qYsSHsYkihWx043HVJQRV,2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,2010-11-02,2010,2011,Y
1141,1141,spotify:track:70ATm56tH7OrQ1zurYssz0,70ATm56tH7OrQ1zurYssz0,I Need A Doctor,2011-02-01,2011,2011,Y
1142,1142,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,2011-11-25,2011,2011,Y
1143,1143,spotify:track:4RL77hMWUq35NYnPLXBpih,4RL77hMWUq35NYnPLXBpih,Skinny Love,2011-11-04,2011,2011,Y
1144,1144,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ,6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,2010-01-01,2010,2011,Y
1145,1145,spotify:track:3LUWWox8YYykohBbHUrrxd,3LUWWox8YYykohBbHUrrxd,We R Who We R,2010-11-19,2010,2011,Y
1146,1146,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,1eyzqe2QqGZUmfcPZtrIyt,Midnight City,2011,2011,2011,Y
1147,1147,spotify:track:3hsmbFKT5Cujb5GQjqEU39,3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011-03-22,2011,2011,Y
1148,1148,spotify:track:16Of7eeW44kt0a1M0nitHM,16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),2011-08-29,2011,2011,Y
1149,1149,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,2011-10-24,2011,2011,Y
1150,1150,spotify:track:4fINc8dnfcz7AdhFYVA4i7,4fINc8dnfcz7AdhFYVA4i7,It Girl,2011-09-16,2011,2011,Y
1151,1151,spotify:track:4NTWZqvfQTlOMitlVn6tew,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,2011-03-04,2011,2011,Y
1152,1152,spotify:track:5zpDHEU12zATwLGvozxPw2,5zpDHEU12zATwLGvozxPw2,Lighters,2011-01-01,2011,2011,Y
1153,1153,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,3lBRNqXjPp2j3JMTCXDTNO,Best Thing I Never Had,2011-06-24,2011,2011,Y
1154,1154,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,6Iocm6VMu6bVNYwiDoyQFW,Coming Home,2010-01-01,2010,2011,Y
1155,1155,spotify:track:608a1wIsSd5KzMEqm1O7w3,608a1wIsSd5KzMEqm1O7w3,I'm On One,2011-01-01,2011,2011,Y
1156,1156,spotify:track:2QtxlzvSBONjs1bDC34ixs,2QtxlzvSBONjs1bDC34ixs,Yeah 3x,2011-03-22,2011,2011,Y
1157,1157,spotify:track:45sDIKapDyxPl307QpEAwl,45sDIKapDyxPl307QpEAwl,Rocketeer,2010-01-01,2010,2011,Y
1158,1158,spotify:track:6r2BECwMgEoRb5yLfp0Hca,6r2BECwMgEoRb5yLfp0Hca,Born This Way,2011-01-01,2011,2011,Y
1159,1159,spotify:track:3pYDZTJM2tVBUhIRifWVzI,3pYDZTJM2tVBUhIRifWVzI,Blow,2010-11-19,2010,2011,Y
1160,1160,spotify:track:0R7YVi7w41Dr9jU5vblAok,0R7YVi7w41Dr9jU5vblAok,Sweat - Remix,2011-01-01,2011,2011,Y
1161,1161,spotify:track:36ux3YuUsGTWPT8fXclS45,36ux3YuUsGTWPT8fXclS45,E.T.,2012-03-12,2012,2011,Y
1162,1162,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,2010-11-22,2010,2011,Y
1163,1163,spotify:track:4u26EevCNXMhlvE1xFBJwX,4u26EevCNXMhlvE1xFBJwX,If I Die Young,2010-01-01,2010,2011,Y
1164,1164,spotify:track:4bCOAuhvjsxbVBM5MM8oik,4bCOAuhvjsxbVBM5MM8oik,When We Stand Together,2011-11-14,2011,2011,Y
1165,1165,spotify:track:5W7BcYDIaeXnpG3e39T7hJ,5W7BcYDIaeXnpG3e39T7hJ,How To Love,2011-08-29,2011,2011,Y
1166,1166,spotify:track:65hRZOQkVjmBdusz1N7aOv,65hRZOQkVjmBdusz1N7aOv,Save The World,2011-05-13,2011,2011,Y
1167,1167,spotify:track:3MGJF1CDFGfjXESL2Heva0,3MGJF1CDFGfjXESL2Heva0,F**kin' Perfect,2010-11-12,2010,2011,Y
1168,1168,spotify:track:5cCAZS9VhLGEDV4NCfieeg,5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,2011-03-28,2011,2011,Y
1169,1169,spotify:track:63rbP24OzfaQCJjsHWZXnY,63rbP24OzfaQCJjsHWZXnY,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2011-08-24,2011,2011,Y
1170,1170,spotify:track:2TUzU4IkfH8kcvY2MUlsd2,2TUzU4IkfH8kcvY2MUlsd2,I Won't Let You Go,2011-01-01,2011,2011,Y
1171,1171,spotify:track:0PgNhIg5n0UAOBVn43b8b6,0PgNhIg5n0UAOBVn43b8b6,The Adventures of Rain Dance Maggie,2011-08-29,2011,2011,Y
1172,1172,spotify:track:2Adn2LNgkHMH5TelQVAu4n,2Adn2LNgkHMH5TelQVAu4n,Pretty Girl Rock,2010-01-01,2010,2011,Y
1173,1173,spotify:track:2ZAx6NDhX2yE5aL5ueEQgY,2ZAx6NDhX2yE5aL5ueEQgY,Mr. Saxobeat,2011-10-25,2011,2011,Y
1174,1174,spotify:track:38iU2jg98IZZEIJPrP7aWD,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,2011-03-28,2011,2011,Y
1175,1175,spotify:track:0obBFrPYkSoBJbvHfUIhkv,0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,2011-01-01,2011,2011,Y
1176,1176,spotify:track:2OXidlnDThZR3zf36k6DVL,2OXidlnDThZR3zf36k6DVL,Just A Kiss,2011-09-13,2011,2011,Y
1177,1177,spotify:track:1tAutlhI9FwnKn7fVgmd5P,1tAutlhI9FwnKn7fVgmd5P,Without You (feat. Usher),2011-08-24,2011,2011,Y
1178,1178,spotify:track:0JNdS1n0ifOP25XvhwAMgM,0JNdS1n0ifOP25XvhwAMgM,The Edge Of Glory,2011-01-01,2011,2011,Y
1179,1179,spotify:track:0gY2iq0xJPRoIB1PScKSw4,0gY2iq0xJPRoIB1PScKSw4,Honey Bee,2011-07-11,2011,2011,Y
1180,1180,spotify:track:1PAYgOjp1c9rrZ2kVQg2vN,1PAYgOjp1c9rrZ2kVQg2vN,Changed the Way You Kiss Me - Radio Edit,2011-09-04,2011,2011,Y
1181,1181,spotify:track:4lY95OMGb9WxP6IYut64ir,4lY95OMGb9WxP6IYut64ir,Shake It Out,2011-01-01,2011,2011,Y
1182,1182,spotify:track:1r3myKmjWoOqRip99CmSj1,1r3myKmjWoOqRip99CmSj1,Don't Wanna Go Home,2011-09-16,2011,2011,Y
1183,1183,spotify:track:3zNNXjjjeLrzIXSJZKalDi,3zNNXjjjeLrzIXSJZKalDi,I Follow Rivers - The Magician Remix,2021-07-16,2021,2011,Y
1184,1184,spotify:track:0IF7bHzCXCZoKNog5vBC4g,0IF7bHzCXCZoKNog5vBC4g,Wherever You Will Go,2011-10-03,2011,2011,Y
1185,1185,spotify:track:36cmM3MBMWWCFIiQ90U4J8,36cmM3MBMWWCFIiQ90U4J8,Bounce (feat. Kelis) - Radio Edit,2012-10-29,2012,2011,Y
1186,1186,spotify:track:6rbhWExtuchhpLC5fHnB8n,6rbhWExtuchhpLC5fHnB8n,Motivation,2011-01-01,2011,2011,Y
1187,1187,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,5mvKuE9Lf9ARVXVXA32kK9,Price Tag,2011-01-01,2011,2011,Y
1188,1188,spotify:track:53DB6LJV9B8sz0p1s6tlGS,53DB6LJV9B8sz0p1s6tlGS,Roll Up,2011-03-29,2011,2011,Y
1189,1189,spotify:track:1f8UCzB3RqIgNkW7QIiIeP,1f8UCzB3RqIgNkW7QIiIeP,Heart Skips a Beat (feat. Rizzle Kicks),2011-11-28,2011,2011,Y
1190,1190,spotify:track:3SxiAdI8dP9AaaEz1Z24mn,3SxiAdI8dP9AaaEz1Z24mn,Earthquake (feat. Tinie Tempah),2012-04-02,2012,2011,Y
1191,1191,spotify:track:04OxTCLGgDKfO0MMA2lcxv,04OxTCLGgDKfO0MMA2lcxv,Blind Faith,2011-01-01,2011,2011,Y
1192,1192,spotify:track:3uulVrxiI7iLTjOBZsaiF8,3uulVrxiI7iLTjOBZsaiF8,Donald Trump,2011-05-17,2011,2011,Y
1193,1193,spotify:track:1Fxp4LBWsNC58NwnGAXJld,1Fxp4LBWsNC58NwnGAXJld,Down With The Trumpets,2011-01-01,2011,2011,Y
1194,1194,spotify:track:7pAq1IXYZpL42HchCminu6,7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,2011-01-01,2011,2011,Y
1195,1195,spotify:track:35KiiILklye1JRRctaLUb4,35KiiILklye1JRRctaLUb4,Holocene,2011-06-21,2011,2011,Y
1196,1196,spotify:track:3rDFqo8yv93PtTmdOYOPzX,3rDFqo8yv93PtTmdOYOPzX,Tonight (I'm Fuckin' You),2010-01-01,2010,2011,Y
1197,1197,spotify:track:6y468DyY1V67RBNCwzrMrC,6y468DyY1V67RBNCwzrMrC,L.I.F.E.G.O.E.S.O.N.,2011-01-01,2011,2011,Y
1198,1198,spotify:track:3FrX3mx8qq7SZX2NYbzDoj,3FrX3mx8qq7SZX2NYbzDoj,Who's That Chick? (feat. Rihanna),2010-12-06,2010,2011,Y
1199,1199,spotify:track:7mdNKXxia7AeSuJqjjA2rb,7mdNKXxia7AeSuJqjjA2rb,Beautiful People,2019-04-11,2019,2011,Y
1200,1200,spotify:track:3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,2012-12-07,2012,2012,Y
1201,1201,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,2012-01-01,2012,2012,Y
1202,1202,spotify:track:7a86XRg84qjasly9f6bPSD,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),2012-02-21,2012,2012,Y
1203,1203,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,2012-01-01,2012,2012,Y
1204,1204,spotify:track:3GZD6HmiNUhxXYf8Gch723,3GZD6HmiNUhxXYf8Gch723,Lost,2012-07-10,2012,2012,Y
1205,1205,spotify:track:4Li2WHPkuyCdtmokzW2007,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,2011-08-08,2011,2012,Y
1206,1206,spotify:track:4cluDES4hQEUhmXj6TXkSo,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,2012-05-25,2012,2012,Y
1207,1207,spotify:track:6nek1Nin9q48AVZcWs9e9D,6nek1Nin9q48AVZcWs9e9D,Paradise,2011-10-24,2011,2012,Y
1208,1208,spotify:track:2V65y3PX4DkRhy1djlxd9p,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,2012-09-14,2012,2012,Y
1209,1209,spotify:track:6lanRgr6wXibZr8KgzXxBl,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,2011-10-18,2011,2012,Y
1210,1210,spotify:track:1gihuPhrLraKYrJMAEONyc,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,2012-10-29,2012,2012,Y
1211,1211,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,2011-10-28,2011,2012,Y
1212,1212,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,2012-01-01,2012,2012,Y
1213,1213,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,2012-07-10,2012,2012,Y
1214,1214,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,0KAiuUOrLTIkzkpfpn9jb9,Drive By,2012-04-17,2012,2012,Y
1215,1215,spotify:track:6FB3v4YcR57y4tXFcdxI1E,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,2012-10-22,2012,2012,Y
1216,1216,spotify:track:5HQVUIKwCEXpe7JIHyY734,5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,2011,2012,Y
1217,1217,spotify:track:6VObnIkLVruX4UVyxWhlqm,6VObnIkLVruX4UVyxWhlqm,Skyfall,2012-10-04,2012,2012,Y
1218,1218,spotify:track:3bC1ahPIYt1btJzSSEyyrF,3bC1ahPIYt1btJzSSEyyrF,Whistle,2012-06-22,2012,2012,Y
1219,1219,spotify:track:5yVIlYEHZxQVLyInCdldoS,5yVIlYEHZxQVLyInCdldoS,Impossible,2013-11-04,2013,2012,Y
1220,1220,spotify:track:1jF7IL57ayN4Ity3jQqGu0,1jF7IL57ayN4Ity3jQqGu0,Try,2012-09-18,2012,2012,Y
1221,1221,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,7EQGXaVSyEDsCWKmUcfpLk,Die Young,2012-11-30,2012,2012,Y
1222,1222,spotify:track:1kPpge9JDLpcj15qgrPbYX,1kPpge9JDLpcj15qgrPbYX,Good Time,2012-01-01,2012,2012,Y
1223,1223,spotify:track:4esOae7i4rqTbAu9o5Pxco,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,2012-11-18,2012,2012,Y
1224,1224,spotify:track:62zFEHfAYl5kdHYOivj4BC,62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),2011-06-17,2011,2012,Y
1225,1225,spotify:track:0U10zFw4GlBacOy9VDGfGL,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011-11-19,2011,2012,Y
1226,1226,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,2012-03-12,2012,2012,Y
1227,1227,spotify:track:4wCmqSrbyCgxEXROQE6vtV,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,2011-01-01,2011,2012,Y
1228,1228,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,2012,2012,Y
1229,1229,spotify:track:124NFj84ppZ5pAxTuVQYCQ,124NFj84ppZ5pAxTuVQYCQ,Take Care,2011-11-15,2011,2012,Y
1230,1230,spotify:track:0VwNdo84DaVYLIkbVO86ND,0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,2012-10-22,2012,2012,Y
1231,1231,spotify:track:0TAmnCzOtqRfvA38DDLTjj,0TAmnCzOtqRfvA38DDLTjj,Little Things,2012-11-12,2012,2012,Y
1232,1232,spotify:track:7oVEtyuv9NBmnytsCIsY5I,7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,2012-06-20,2012,2012,Y
1233,1233,spotify:track:0W4Kpfp1w2xkY3PrV714B7,0W4Kpfp1w2xkY3PrV714B7,Ho Hey,2012-04-03,2012,2012,Y
1234,1234,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),2012-11-26,2012,2012,Y
1235,1235,spotify:track:03UrZgTINDqvnUMbbIMhql,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),2012-01-01,2012,2012,Y
1236,1236,spotify:track:1nZzRJbFvCEct3uzu04ZoL,1nZzRJbFvCEct3uzu04ZoL,Part Of Me,2012-03-12,2012,2012,Y
1237,1237,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,4Kz4RdRCceaA9VgTqBhBfa,The Motto,2011-11-15,2011,2012,Y
1238,1238,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,2012-06-22,2012,2012,Y
1239,1239,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,2012-11-12,2012,2012,Y
1240,1240,spotify:track:4sOX1nhpKwFWPvoMMExi3q,4sOX1nhpKwFWPvoMMExi3q,Primadonna,2012-04-30,2012,2012,Y
1241,1241,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,1oHNvJVbFkexQc0BpQp7Y4,Starships,2011-01-01,2011,2012,Y
1242,1242,spotify:track:3n69hLUdIsSa1WlRmjMZlW,3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,2012-09-18,2012,2012,Y
1243,1243,spotify:track:4qikXelSRKvoCqFcHLB2H2,4qikXelSRKvoCqFcHLB2H2,Mercy,2012-01-01,2012,2012,Y
1244,1244,spotify:track:4P0osvTXoSYZZC2n8IFH3c,4P0osvTXoSYZZC2n8IFH3c,Payphone,2012-01-01,2012,2012,Y
1245,1245,spotify:track:3sP3c86WFjOzHHnbhhZcLA,3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,2011-01-01,2011,2012,Y
1246,1246,spotify:track:1DunhgeZSEgWiIYbHqXl0c,1DunhgeZSEgWiIYbHqXl0c,Latch,2013-06-03,2013,2012,Y
1247,1247,spotify:track:3tyPOhuVnt5zd5kGfxbCyL,3tyPOhuVnt5zd5kGfxbCyL,Where Have You Been,2011-11-19,2011,2012,Y
1248,1248,spotify:track:5ujh1I7NZH5agbwf7Hp8Hc,5ujh1I7NZH5agbwf7Hp8Hc,Swimming Pools (Drank) - Extended Version,2012,2012,2012,Y
1249,1249,spotify:track:6VRhkROS2SZHGlp0pxndbJ,6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),2011-12-27,2011,2012,Y
1250,1250,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,2011-11-04,2011,2012,Y
1251,1251,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,4HXOBjwv2RnLpGG4xWOO6N,Princess of China,2011-10-24,2011,2012,Y
1252,1252,spotify:track:2sEk5R8ErGIFxbZ7rX6S2S,2sEk5R8ErGIFxbZ7rX6S2S,How to Be a Heartbreaker,2012-04-30,2012,2012,Y
1253,1253,spotify:track:16EMONl2vH3rt9f4ehTG8g,16EMONl2vH3rt9f4ehTG8g,212,2014-11-07,2014,2012,Y
1254,1254,spotify:track:4XNrMwGx1SqP01sqkGTDmo,4XNrMwGx1SqP01sqkGTDmo,One More Night,2012-01-01,2012,2012,Y
1255,1255,spotify:track:53QF56cjZA9RTuuMZDrSA6,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,2012-04-13,2012,2012,Y
1256,1256,spotify:track:6t6oULCRS6hnI7rm0h5gwl,6t6oULCRS6hnI7rm0h5gwl,Some Nights,2012-02-21,2012,2012,Y
1257,1257,spotify:track:5g7rJvWYVrloJZwKiShqlS,5g7rJvWYVrloJZwKiShqlS,Dirty Paws,2012-01-01,2012,2012,Y
1258,1258,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),2013-08-27,2013,2012,Y
1259,1259,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),2012-09-10,2012,2012,Y
1260,1260,spotify:track:25cUhiAod71TIQSNicOaW3,25cUhiAod71TIQSNicOaW3,Adorn,2012-09-28,2012,2012,Y
